Id,SalePrice
1461,124189.70796153866
1462,152534.16819836944
1463,183130.98004741035
1464,188353.2981717845
1465,191004.4439008421
1466,184214.57492232037
1467,168107.67254006438
1468,177158.5688417819
1469,181874.65920488283
1470,128012.80506101697
1471,204052.27794620124
1472,101253.77220020283
1473,106504.62436938907
1474,151479.8253326198
1475,124590.12439963488
1476,339130.06732926535
1477,247930.74071684686
1478,300532.38831556676
1479,299896.4558453264
1480,386630.7615127811
1481,302561.87200442416
1482,206597.2795332346
1483,185489.4620408653
1484,174717.69756049413
1485,178226.73388623857
1486,198922.91543016394
1487,292362.6494610067
1488,238796.34898118844
1489,197527.3445433669
1490,219970.9986010381
1491,198420.31783258545
1492,103657.13183973626
1493,180142.4827334319
1494,287239.57381596026
1495,279819.6016591066
1496,231506.07385107104
1497,181604.11391647378
1498,160144.72788207373
1499,159101.47561350613
1500,162418.54213115873
1501,171233.64951543172
1502,167132.9042876332
1503,261326.8249115845
1504,220155.86256794905
1505,220743.4187958496
1506,183528.4519343779
1507,234866.114024117
1508,187845.22742547464
1509,158917.60059094452
1510,150096.5836017987
1511,150121.62357871878
1512,170003.93642814833
1513,150805.558773353
1514,153205.48601176168
1515,192299.9026966383
1516,154436.59260903622
1517,150293.83413416942
1518,142210.44714159312
1519,222443.60046916158
1520,138244.19032879153
1521,139163.83369878333
1522,164369.8960499215
1523,120643.43873680686
1524,121317.29296130029
1525,127433.28113151775
1526,126396.95463340549
1527,110996.59119801178
1528,126138.99666220286
1529,141077.51133657768
1530,165506.82515961607
1531,134789.2158153382
1532,106634.93758589277
1533,138454.24543957371
1534,119435.47281503773
1535,149644.22362946466
1536,121263.922590013
1537,98099.67655005648
1538,143138.49669422169
1539,174262.17639251333
1540,123439.13618130075
1541,139878.2390337311
1542,137931.5103049338
1543,175703.49165214927
1544,90243.91643070434
1545,107937.16494017972
1546,121615.31777201478
1547,135509.13671941034
1548,124989.0640278774
1549,113149.22934320726
1550,138588.30726258608
1551,121340.95129760509
1552,144928.57120756045
1553,138572.73948445337
1554,114286.57085176322
1555,168825.18886170507
1556,100811.49892776292
1557,118927.60759296053
1558,103756.60479427308
1559,119332.43753057833
1560,141470.3877815204
1561,146448.9140144552
1562,127817.83552027664
1563,123532.72691427293
1564,161398.81357052212
1565,154726.40216902018
1566,204072.28533706715
1567,94294.70494158592
1568,214856.41049253783
1569,158779.69331503852
1570,138671.12738355223
1571,127903.28160740281
1572,142280.12098710827
1573,229915.10524544347
1574,134102.2069915959
1575,203072.27598474012
1576,226193.84782922326
1577,192083.72751293945
1578,147686.07744831638
1579,147048.87394052467
1580,191437.00677823668
1581,138452.55382141055
1582,127693.72594110385
1583,307883.8478021096
1584,231932.98327559422
1585,148248.32044645966
1586,92826.39854795858
1587,111143.9097190327
1588,141096.2857915955
1589,108564.6244068395
1590,133190.54089976544
1591,101995.61197331226
1592,131673.97690996583
1593,119266.93203006072
1594,128949.93864569163
1595,131112.26097631312
1596,203407.43405979715
1597,167094.80064778568
1598,180355.92656545847
1599,161276.0748234122
1600,173723.48225694444
1601,88102.91666363813
1602,114483.30767343906
1603,103478.51898083776
1604,266872.09164623957
1605,240956.0550139866
1606,161752.43615698212
1607,166617.02094393756
1608,213008.47024346495
1609,188308.15013376417
1610,163638.82920965506
1611,149103.02778918497
1612,189298.1865871621
1613,176900.89454692623
1614,122347.44283123889
1615,92946.94065956747
1616,89203.73336926255
1617,98737.09783918757
1618,123201.5319430768
1619,135659.74643005442
1620,175362.67471629163
1621,142400.87578900336
1622,143183.9829485644
1623,253758.0364111357
1624,217326.90550388262
1625,129206.66697823512
1626,168784.9420117752
1627,186549.25213134772
1628,264793.47474051995
1629,174369.4680203795
1630,288641.28420048195
1631,196058.012825436
1632,226765.2718430432
1633,171666.5616661995
1634,187428.81431079027
1635,182628.33282746925
1636,167215.10403238237
1637,183552.37834632286
1638,196462.56988627478
1639,182306.19660075995
1640,228127.42709670414
1641,179022.3383793936
1642,217476.5322230722
1643,218654.47980099963
1644,215768.76612165023
1645,186379.98165033612
1646,157654.1393194552
1647,160629.5881909154
1648,141956.40589408204
1649,138363.74255839127
1650,124232.55099602339
1651,122646.64742250649
1652,100999.37121611371
1653,101180.06659998979
1654,153652.19868372378
1655,145222.29725048534
1656,150792.25244338764
1657,153635.88330334268
1658,156397.46410926024
1659,128972.68194533329
1660,152618.04905662648
1661,385285.5062732983
1662,321157.8303156944
1663,358074.82762380486
1664,381744.76498438395
1665,302199.10133500537
1666,317211.30376962107
1667,329260.0066930994
1668,321413.34480767057
1669,285175.05242904584
1670,322985.79928283574
1671,267551.6290754392
1672,374432.23050508223
1673,289098.5334343276
1674,248501.09927476652
1675,199104.27025842006
1676,196623.74354658756
1677,207910.1126000287
1678,377434.023835869
1679,358184.20687296405
1680,295268.69395786314
1681,238635.23905230948
1682,305340.2926267558
1683,196546.65413079667
1684,184250.59318988404
1685,182991.0331830521
1686,182694.90479869163
1687,174060.3810182702
1688,195320.3636725366
1689,195345.472426582
1690,190252.4066075268
1691,181388.6705716588
1692,245064.10364193018
1693,172339.08872209565
1694,183469.3921218554
1695,171099.96776571192
1696,261135.70972249997
1697,169932.90023540243
1698,316222.13896545465
1699,311993.29658086784
1700,238485.03272623563
1701,258014.0287595292
1702,252985.4926071742
1703,254625.96756799633
1704,282478.65606544726
1705,232948.2150383044
1706,364171.1203867865
1707,211015.71232407592
1708,203725.78494587087
1709,253294.98142596474
1710,222836.55329980594
1711,250071.18918821352
1712,254524.79987753628
1713,264783.35740718205
1714,215674.51709977994
1715,196111.15782564512
1716,176378.4727769782
1717,164455.17504557793
1718,132416.52835949278
1719,205844.89736005332
1720,237810.47941217406
1721,163637.7444104262
1722,129072.5554636862
1723,156570.48524863707
1724,217510.28610263983
1725,227551.7807210163
1726,190342.1172761503
1727,179285.6714611395
1728,189138.52419281364
1729,161959.51860201822
1730,150847.34004294648
1731,126105.52780404662
1732,130112.84448914135
1733,126406.88346080983
1734,129104.39895788937
1735,133926.00054970966
1736,124344.90743653517
1737,266894.9480455124
1738,216417.27330124765
1739,246165.57079824418
1740,223726.27198320098
1741,186450.12022788372
1742,169605.38573075607
1743,172983.11625302184
1744,250648.4379547561
