Id,SalePrice
1461,122257.03774401892
1462,154696.8453704216
1463,189854.89264539492
1464,188061.65176270177
1465,199518.36329660483
1466,176349.32966117997
1467,174881.05743728086
1468,169249.59473558803
1469,186598.1047974846
1470,124142.1644906845
1471,213176.59993178837
1472,95456.71721782151
1473,100884.248726837
1474,152826.8886118858
1475,114126.37737392019
1476,348212.58715069044
1477,250681.97708768392
1478,283040.39380652644
1479,276055.27727653884
1480,461439.1624058243
1481,315795.6940102473
1482,199054.588805156
1483,176857.22361011355
1484,170563.88427438345
1485,178498.89749794666
1486,190956.17622149648
1487,308161.4344488983
1488,228984.56345793494
1489,205488.00284295896
1490,230085.62499320385
1491,190426.925394842
1492,93095.64878764405
1493,173700.9319350338
1494,306880.08340485377
1495,285124.3447928805
1496,236488.86686963247
1497,181567.72001231677
1498,161296.7517502611
1499,160303.35395544622
1500,157346.9456009989
1501,170767.5493226821
1502,154101.4739408543
1503,304060.42318671086
1504,225165.80910571702
1505,220017.423438944
1506,182021.64457230148
1507,250249.74886140382
1508,202275.84229807474
1509,158712.86096502063
1510,149786.44341617878
1511,149074.32235909606
1512,175226.67972342597
1513,144802.6926077343
1514,156421.34285065805
1515,203627.55994936166
1516,156655.33274607203
1517,158368.84996385616
1518,133973.46017015868
1519,227452.22877488792
1520,135675.44427846457
1521,140348.89389638128
1522,160381.3942143733
1523,115405.83906475228
1524,121900.74355002747
1525,125275.11222976186
1526,119500.21937354446
1527,106900.65030862456
1528,128511.81360667049
1529,144590.6826472044
1530,170918.6737465279
1531,120654.27849976448
1532,98409.83916813532
1533,145358.96791341325
1534,119470.9539970222
1535,152546.76568822065
1536,113683.00287159305
1537,74168.93965523364
1538,145997.94692584465
1539,180700.27290296892
1540,104263.16189625439
1541,140175.37107436592
1542,137282.74460573297
1543,173942.37441233458
1544,84790.81614905152
1545,103637.31136531723
1546,127473.56170658515
1547,131890.63213968478
1548,123444.21727041196
1549,113387.26233734388
1550,139367.90039435308
1551,115003.08834177052
1552,134441.4265194066
1553,140502.51576619345
1554,116041.11831916317
1555,167720.27389330164
1556,82141.32061483311
1557,113648.00888924362
1558,89688.5880212016
1559,75370.01069053262
1560,133089.6928747657
1561,145311.17063196827
1562,128984.43461569792
1563,119693.06846347096
1564,165299.30347839827
1565,153330.61808644776
1566,217487.8748025127
1567,80865.36993418333
1568,228732.113834258
1569,143383.00843653415
1570,136873.12255017288
1571,119456.9706972461
1572,148908.00984795898
1573,243669.2004646452
1574,118843.37561704993
1575,209264.58513774115
1576,227495.99955612165
1577,195167.08793826294
1578,145022.84155297672
1579,144756.10705788556
1580,193305.84672293643
1581,149078.67674416068
1582,126310.55193652124
1583,332240.5382739077
1584,237666.55067339772
1585,142064.18852308474
1586,75804.75178987125
1587,100041.5707848581
1588,144630.67100080458
1589,96477.940393499
1590,134591.87709976375
1591,96968.94954879169
1592,122339.16984278745
1593,122120.24514833224
1594,129440.32084772417
1595,112644.74139802068
1596,247831.39457617348
1597,181368.82924352185
1598,198551.0189101195
1599,165857.43071589994
1600,163484.73294528417
1601,72631.71163143092
1602,111401.77735940194
1603,76775.13498816453
1604,276527.173865053
1605,242198.3572677213
1606,165951.6748282726
1607,160052.74863023433
1608,216877.488990592
1609,187558.7376734378
1610,155781.47994199157
1611,145720.71845246767
1612,173384.93319159892
1613,169726.74436886597
